"rank","name","score","profession","age"
"911","Rosie Perez","2.65","Actress, Director, Producer, Singer (Cameo)","47"
"911","DMX (Earl Simmons)","2.65","Actor, Composer, Producer, Rapper, Singer (Cameo)","41"
"911","Robin Tunney","2.65","Actress","40"
"911","Rita Wilson","2.65","Actress","55"
"916","Keith Carradine","2.64","Actor, Composer, Producer, Singer, Stage Performer (Musical)","62"
"916","Clifton Collins","2.64","Actor, Producer","42"
"916","Blythe Danner","2.64","Actress","69"
"916","Olympia Dukakis","2.64","Actress, Producer","81"
"916","Robert Hoffman","2.64","Actor, Dancer","31"
"916","Eve (Eve Jihan Jeffers)","2.64","Actress, Musician, Producer, Rapper, Singer","33"
"916","Henry Winkler","2.64","Actor","66"
"923","Justin Bartha","2.63","Actor, Director, Producer, Writer","34"
"923","Faye Dunaway","2.63","Actress, Director, Producer, Writer","71"
"923","Piper Perabo","2.63","Actress","35"
"926","Jacqueline Bisset","2.62","Actress, Producer","67"
"926","Rachael Leigh Cook","2.62","Actress, Producer","32"
"926","Nathan Fillion","2.62","Actor, Singer (Cameo), Writer","41"
"926","Vincent Gallo","2.62","Actor, Director","51"
"926","Mary Stuart Masterson","2.62","Actress, Director, Producer, Writer","46"
"926","Jennifer Westfeldt","2.62","Actress","42"
"926","Ed Westwick","2.62","Actor","25"
"933","Harry Shearer","2.61","Actor, Composer, Director, Producer, Singer (Cameo), Writer","68"
"934","Jesse Bradford","2.60","Actor, Producer","33"
"934","Jennifer Tilly","2.60","Actress","53"
"936","Jordana Brewster","2.59","Actress","32"
"936","Claire Forlani","2.59","Actress, Producer","40"
"936","Marg Helgenberger","2.59","Actress","53"
"936","Jeffrey Tambor","2.59","Actor","68"
"940","Sandrine Bonnaire","2.58","Actress, Director, Writer","45"
"941","Drake Bell","2.57","Actor, Composer, Director, Musician, Producer","26"
"941","Patrick Fugit","2.57","Actor","29"
"941","Alyson Hannigan","2.57","Actress, Singer (Cameo)","38"
"941","Chris Kattan","2.57","Actor, Director, Producer, Singer (Cameo), Writer","41"
"941","Debi Mazar","2.57","Actress","47"
"941","Cybill Shepherd","2.57","Actress, Producer, Writer","62"
"941","Paul Sorvino","2.57","Actor","73"
"948","Michael Angarano","2.56","Actor","24"
"948","Meagan Good","2.56","Actress, Producer","30"
"948","Bryan Greenberg","2.56","Actor, Singer (Cameo)","34"
"951","Elizabeth Berkley","2.55","Actress","39"
"951","Stockard Channing","2.55","Actress, Director, Producer, Singer (Cameo)","68"
"951","Jill Clayburgh","2.55","Actress, Singer (Cameo), Stage Performer (Musical)","68"
"951","Charles S. Dutton","2.55","Actor, Director, Producer, Singer (Cameo)","81"
"951","Dennis Farina","2.55","Actor, Producer","68"
"951","Ginnifer Goodwin","2.55","Actress","34"
"951","Dina Meyer","2.55","Actress","43"
"951","Tom Everett Scott","2.55","Actor","41"
"959","Penn Badgley","2.54","Actor","25"
"959","Lucas Black","2.54","Actor","29"
"959","Xzibit (Alvin Nathaniel Joiner)","2.54","Actor, Director, Producer, Rapper, TV Host","37"
"959","Romany Malco","2.54","Actor, Singer (Cameo)","43"
"959","Neal McDonough","2.54","Actor","46"
"959","Max Minghella","2.54","Actor","26"
"959","Christopher Mintz-Plasse","2.54","Actor","23"
"959","Paula Patton","2.54","Actress, Director, Producer","36"
"959","Columbus Short","2.54","Actor","29"
"959","Jess Weixler","2.54","Actress","31"
"969","Ben Chaplin","2.53","Actor","41"
"969","Elle Fanning","2.53","Actress, Singer (Cameo)","14"
"969","Lukas Haas","2.53","Actor","36"
"969","Don Johnson","2.53","Actor, Composer, Director, Producer, Singer, Writer","62"
"973","Ed Begley","2.52","Actor, Director","62"
"973","Rinko Kikuchi","2.52","Actress","31"
"973","Maura Tierney","2.52","Actress","47"
"976","Idris Elba","2.50","Actor","39"
"976","Peter Facinelli","2.50","Actor","38"
"976","Edward Furlong","2.50","Actor","34"
"976","Luis Guzman","2.50","Actor","55"
"976","Christine Lahti","2.50","Actor, Director, Singer (Cameo)","62"
"976","Bai Ling","2.50","Actress, Producer","41"
"976","Jon Lovitz","2.50","Actor, Singer (Cameo), Writer","55"
"976","Amy Madigan","2.50","Actress, Producer, Singer (Cameo)","61"
"976","Mary McDonnell","2.50","Actress, Singer (Cameo)","60"
"976","Tim McGraw","2.50","Actor, Musician, Producer, Singer, Writer","45"
"986","Mathieu Amalric","2.48","Actor","46"
"986","Fairuza Balk","2.48","Actress","38"
"986","Kyle Chandler","2.48","Actor, Producer","46"
"986","Shannon Elizabeth","2.48","Actress, Producer","38"
"986","Jesse Metcalfe","2.48","Actor","33"
"986","Alex O'Loughlin","2.48","Actor, Producer, Writer","NA"
"986","Zachary Quinto","2.48","Actor","35"
"986","James Van Der Beek","2.48","Actor","35"
"986","Mykelti Williamson","2.48","Actor","54"
"995","Stephen Dorff","2.47","Actor, Producer","38"
"995","Carrie Fisher","2.47","Actress, Producer, Singer (Cameo), Writer","55"
"997","Anna Friel","2.46","Actress","36"
"997","Caroline Goodall","2.46","Actress","52"
"997","Ludivine Sagnier","2.46","Actress, Singer (Cameo)","33"
"1000","Monica Potter","2.45","Actress","41"
"1000","Dylan Walsh","2.45","Actor","48"
"1002","Dana Delany","2.43","Actress, Producer, Singer (Cameo)","56"
"1002","Rutger Hauer","2.43","Actor, Director, Producer, Writer","68"
"1002","Jay Hernandez","2.43","Actor","34"
"1002","Maggie Q","2.43","Actor, Producer","33"
"1002","Dominique Swain","2.43","Actress","31"
"1007","Lauren Ambrose","2.41","Actress","34"
"1007","Eric Balfour","2.41","Actor, Producer","35"
"1007","Jay Baruchel","2.41","Actor, Director, Producer, Writer","30"
"1007","Nikki Blonsky","2.41","Actress, Singer","23"
"1007","Jeremy Davies","2.41","Actor","42"
"1007","Jill Hennessy","2.41","Actress, Director, Producer, Writer","43"
"1007","Penelope Ann Miller","2.41","Actress","48"
"1007","Esai Morales","2.41","Actor, Director, Producer","49"
"1015","Estella Warren","2.40","Actress","33"
"1016","Agnes Bruckner","2.39","Actress","26"
"1016","Joseph Cross","2.39","Actor, Producer","26"
"1016","Eliza Dushku","2.39","Actress, Producer","31"
"1016","Luke Goss","2.39","Actor, Singer","43"
"1016","Shannyn Sossamon","2.39","Actress","33"
"1016","Amber Valletta","2.39","Actress","38"
"1016","Emmanuelle Vaugier","2.39","Actress","36"
"1023","Adewale Akinnuoye-Agbaje","2.38","Actor, Writer","44"
"1023","Jacinda Barrett","2.38","Actress, Model, Reality TV","39"
"1023","Tia Carrere","2.38","Actress, Model, Producer, Singer","45"
"1023","DJ Qualls","2.38","Actor, Producer","34"
"1023","Paul Rodriguez","2.38","Actor, Composer, Director, Producer, Writer","57"
"1028","Roger Bart","2.37","Actor, Stage Performer (Musical), Stage Performer (Play)","49"
"1028","Wes Bentley","2.37","Actor, Producer","33"
"1028","Christian Oliver","2.37","Actor, Producer, Writer","40"
"1028","Jonathan Silverman","2.37","Actor","45"
"1032","James Duval","2.36","Actor","39"
"1032","Bruce McGill","2.36","Actor","62"
"1032","Laurie Metcalf","2.36","Actress","57"
"1032","Lee Pace","2.36","Actor, Singer (Cameo)","33"
"1032","David Wenham","2.36","Actor","46"
"1037","Jason Ritter","2.35","Actor, Producer","32"
"1037","Mimi Rogers","2.35","Actress, Producer","56"
"1037","Saoirse Ronan","2.35","Actress","18"
"1037","Rodrigo Santoro","2.35","Actor","36"
"1037","Wanda Sykes","2.35","Actress","48"
"1042","Jason Behr","2.34","Actor","38"
"1042","Sophia Bush","2.34","Actress","30"
"1042","Andrew McCarthy","2.34","Actor, Director, Producer, Writer","49"
"1042","Ray Park","2.34","Actor","37"
"1042","Harold Perrineau","2.34","Actor, Producer, Singer (Cameo)","48"
"1047","Danny Aiello","2.33","Actor, Director, Producer, Writer","79"
"1047","Bobby Cannavale","2.33","Actor, Singer (Cameo)","41"
"1047","Thomas Dekker","2.33","Actor, Director, Producer, Singer (Cameo), Writer","24"
"1047","C. Thomas Howell","2.33","Actor, Director, Producer, Writer","45"
"1047","Danny Masterson","2.33","Actor, Producer, Singer (Cameo)","36"
"1047","Rob Morrow","2.33","Actor, Director, Producer, Writer","49"
"1053","Lake Bell","2.32","Actress, Writer","33"
"1053","Rory Culkin","2.32","Actor","23"
"1053","Jeff Garlin","2.32","Actor, Director, Producer, Writer","50"
"1053","Regina King","2.32","Actress, Producer","41"
"1057","Ewen Bremner","2.31","Actor","40"
"1057","Hrithik Roshan","2.31","Actor","38"
"1059","F. Murray Abraham","2.30","Actor","72"
"1059","Dylan Baker","2.30","Actor","52"
"1059","Damian Lewis","2.30","Actress, Producer","41"
"1059","Ray Stevenson","2.30","Actor","48"
"1063","Clea DuVall","2.29","Actress","34"
"1063","Ian Hart","2.29","Actor","47"
"1063","Bow Wow (Shad Gregory Lamar Moss)","2.29","Actor, Musician, Rapper","25"
"1063","Max von Sydow","2.29","Actor","83"
"1063","Peter Weller","2.29","Actor","65"
"1068","Kelly Hu","2.28","Actress","44"
"1068","Olga Kurylenko","2.28","Actress, Writer","32"
"1068","Nia Long","2.28","Actress, Singer (Cameo)","41"
"1068","Michael Pitt","2.28","Actor, Musician, Singer (Cameo)","31"
"1068","Marley Shelton","2.28","Actress","38"
"1068","Sela Ward","2.28","Actress","56"
"1074","Jennifer Esposito","2.27","Actress, Singer (Cameo)","39"
"1074","Frances Fisher","2.27","Actress","60"
"1074","Jason Flemyng","2.27","Actor","45"
"1074","Will Forte","2.27","Actor, Producer, Singer (Cameo), Writer","42"
"1074","Sam Riley","2.27","Actor","32"
"1074","Henry Thomas","2.27","Actor","40"
"1080","Rupert Friend","2.26","Actor","NA"
"1080","Dwight Yoakam","2.26","Actor, Musician","55"
"1082","Julie Depardieu","2.25","Actress","39"
"1082","William Fichtner","2.25","Actor","55"
"1082","John Hannah","2.25","Actor, Producer","50"
"1082","Max Thieriot","2.25","Actor","23"
"1086","Maggie Grace","2.24","Actress","28"
"1086","Sam Worthington","2.24","Actor","35"
"1088","Bruce Campbell","2.23","Actor, Director, Producer, Writer","54"
"1088","Embeth Davidtz","2.23","Actress","46"
"1088","Tate Donovan","2.23","Actor, Director","48"
"1088","Leslie Nielsen","2.23","Actor, Producer, Singer (Cameo), Writer","86"
"1092","Ciaran Hinds","2.22","Actor, Singer (Cameo)","59"
"1092","Jane Lynch","2.22","Actress, Musician, Singer (Cameo)","52"
"1092","Samantha Mathis","2.22","Actress, Singer (Cameo)","42"
"1092","Emma Stone","2.22","Actress","23"
"1096","Noah Emmerich","2.21","Actor, Producer","47"
"1096","Anthony Michael Hall","2.21","Actor, Director, Producer, Singer (Cameo)","44"
"1096","Common (Lonnie Rashid Lynn)","2.21","Actor, Musician, Rapper","40"
"1099","Rob Brown","2.20","Actor","NA"
"1099","John Corbett","2.20","Actor","51"
"1099","Chris Eigeman","2.20","Actor, Director, Producer, Singer (Cameo), Writer","47"
"1099","Pras (Prakazrel Samuel Michel)","2.20","Actor, Musician, Producer, Rapper","39"
"1099","Craig Sheffer","2.20","Actor, Director, Producer","52"
"1104","Shohreh Aghdashloo","2.19","Actress, Producer","60"
"1104","Denise Richards","2.19","Actress","41"
"1104","Julian Sands","2.19","Actor","54"
"1107","Gemma Arterton","2.18","Actress","NA"
"1107","Louis Gossett","2.18","Actor, Director, Producer","76"
"1107","Jeremy Renner","2.18","Actor, Singer (Cameo)","41"
"1107","Method Man (Clifford Smith)","2.18","Actor, Director, Producer, Rapper, Writer","41"
"1111","Michael Ian Black","2.17","Actor, Director, Producer, Writer","40"
"1111","Brooke Langton","2.17","Actress, Producer","41"
"1111","James Marsters","2.17","Actor, Singer (Cameo)","49"
"1111","Martha Plimpton","2.17","Actress, Producer, Writer","41"
"1115","Drea de Matteo","2.16","Actress","40"
"1115","Jenna Dewan","2.16","Actress, Dancer, Model","31"
"1115","Lena Headey","2.16","Actress, Singer (Cameo)","38"
"1115","Lance Henriksen","2.16","Actor","72"
"1115","Christopher Masterson","2.16","Actor, Director, Producer","32"
"1115","Mercedes Ruehl","2.16","Actress","64"
"1115","Alicia Witt","2.16","Actress","36"
"1122","Sonia Braga","2.15","Actress, Producer","62"
"1122","Dean Cain","2.15","Director, Producer, Writer","45"
"1122","Emilie de Ravin","2.15","Actress","30"
"1122","Judd Nelson","2.15","Actor, Producer, Writer","52"
"1122","Wallace Shawn","2.15","Actor, Writer","68"
"1122","Fred Ward","2.15","Actor","69"
"1128","Bruce Davison","2.14","Actor, Director, Producer","66"
"1128","Bruce Greenwood","2.14","Actor, Producer","55"
"1128","Anne Heche","2.14","Actress, Director, Producer, Writer","43"
"1128","Stacy Keach","2.14","Actor, Composer, Director, Producer, Writer","71"
"1128","Kristanna Loken","2.14","Actress, Producer","32"
"1128","Bijou Phillips","2.14","Actress, Singer","32"
"1128","Vinessa Shaw","2.14","Actress","36"
"1135","Matthew Marsden","2.13","Actor, Singer","39"
"1135","Leland Orser","2.13","Actor, Director, Writer","51"
"1137","Cole Hauser","2.12","Actor","37"
"1137","Traci Lords","2.12","Actress, Author, Director, Producer, Singer (Cameo), Writer","44"
"1137","Rosamund Pike","2.12","Actress","33"
"1137","Missi Pyle","2.12","Actress","39"
"1141","Joey Lauren Adams","2.10","Actress, Director, Writer","44"
"1141","Moon Bloodgood","2.10","Actress","36"
"1141","Morris Chestnut","2.10","Actor, Producer","43"
"1141","Mark Feuerstein","2.10","Actor","41"
"1141","Elliott Gould","2.10","Actor, Producer, Singer (Cameo)","73"
"1141","Kris Kristofferson","2.10","Actor, Musician","76"
"1141","William Mapother","2.10","Actor, Singer (Cameo)","47"
"1141","Kel Mitchell","2.10","Actor, Composer, Producer, Singer, Writer","33"
"1141","Noah Taylor","2.10","Actor, Musician","42"
"1150","Shemar Moore","2.09","Actor","42"
"1150","Daniel Stern","2.09","Actor","54"
"1150","D.B. Sweeney","2.09","Actor","50"
"1153","Rachel Dratch","2.08","Actress, Producer, Writer","46"
"1153","Melora Hardin","2.08","Actress, Director, Producer, Singer (Cameo)","45"
"1153","Shawn Hatosy","2.08","Actor","36"
"1153","Kelly Lynch","2.08","Actress","53"
"1153","Matthew Macfadyen","2.08","Actor","37"
"1153","Michael Rooker","2.08","Actor, Producer","57"
"1159","Corbin Bleu","2.07","Actor, Dancer, Model, Singer","23"
"1159","Connie Britton","2.07","Actress","45"
"1159","Balthazar Getty","2.07","Actor, Producer","37"
"1159","Barbara Hershey","2.07","Actress","64"
"1159","Alison Pill","2.07","Actress","26"
"1159","Jean Smart","2.07","Actress","60"
"1165","Gabrielle Anwar","2.06","Actress","42"
"1165","Bryan Brown","2.06","Actor, Producer, Writer","65"
"1165","Linda Cardellini","2.06","Actress","37"
"1165","Bill Hader","2.06","Actor, Director, Producer, Singer (Cameo), Writer","34"
"1165","Elias Koteas","2.06","Actor","51"
"1165","Brad Rowe","2.06","Actor, Producer, Writer","42"
"1165","Ben Whishaw","2.06","Actor","31"
"1172","Robert Carradine","2.05","Actor, Director, Producer, Singer (Cameo)","58"
"1172","Heather Matarazzo","2.05","Actress, Singer (Cameo)","29"
"1172","Theresa Russell","2.05","Actress, Singer (Cameo)","55"
"1175","David Cross","2.04","Actor, Director, Producer, Writer","48"
"1175","Hill Harper","2.04","Actor, Producer, Writer","46"
"1175","Natasha Lyonne","2.04","Actress, Producer","33"
"1175","Katharine McPhee","2.04","Actress, Singer","28"
"1179","Laura Prepon","2.03","Actress, Producer, Singer (Cameo)","32"
"1179","Sarah Roemer","2.03","Actress","27"
"1179","Frank Whaley","2.03","Actor","49"
"1182","Terry Crews","2.02","Actor","43"
"1182","Hector Elizondo","2.02","Actor, Director, Producer, Singer (Cameo)","75"
"1182","Kathleen Robertson","2.02","Actress, Producer","39"
"1182","Lindsay Sloane","2.02","Actress","34"
"1186","Samaire Armstrong","2.01","Actress","31"
"1186","Justin Chatwin","2.01","Actor","29"
"1188","Chi McBride","2.00","Actor, Producer","50"
"1188","Katee Sackhoff","2.00","Actress","32"
"1188","Kimberly Williams-Paisley","2.00","Actress","40"
"1191","Michael Biehn","1.99","Actor","55"
"1191","Donald Faison","1.99","Actor, Singer (Cameo)","38"
"1191","Taraji P. Henson","1.99","Actress, Singer (Cameo)","41"
"1191","Ricky Jay","1.99","Actor, Writer","NA"
"1191","Kip Pardue","1.99","Actor, Singer (Cameo), Writer","35"
"1191","Linus Roache","1.99","Actor","48"
"1197","Amber Heard","1.98","Actress","26"
"1197","Breckin Meyer","1.98","Actor, Singer (Cameo), Writer","38"
"1199","Spencer Breslin","1.96","Actor, Producer","20"
"1199","Pell James","1.96","Actress","35"
"1199","Jonathon Schaech","1.96","Actor, Director, Producer, Writer","42"
"1202","Lacey Chabert","1.95","Actress, Singer (Cameo), Stage Performer (Musical), Voice (Animated project)","29"
"1202","Lauren Holly","1.95","Actress, Producer","48"
"1202","John Lone","1.95","Actor, Singer (Cameo)","59"
"1202","Masi Oka","1.95","Actor, Writer","37"
"1202","Zoe Saldana","1.95","Actress","34"
"1207","Billy Boyd","1.94","Actor, Musician, Singer","43"
"1207","Kick Gurry","1.94","Actor","34"
"1207","Peter Mullan","1.94","Actor, Director, Producer, Singer (Cameo), Writer","52"
"1207","Ione Skye","1.94","Actress","41"
"1211","Mo'Nique (Monique Imes)","1.93","Actress, Producer, Writer","44"
"1211","Maya Rudolph","1.93","Actress, Comedian","40"
"1213","Omarion Grandberry","1.92","Actor, Musician, Producer, Singer","27"
"1214","Stephen Baldwin","1.91","Actor, Director, Producer","46"
"1214","Rebecca Gayheart","1.91","Actress, Director","40"
"1214","Philip Baker Hall","1.91","Actor","80"
"1214","Ed Helms","1.91","Actor, Singer (Cameo), Writer","38"
"1214","Jason London","1.91","Actor, Producer","39"
"1214","Tim Matheson","1.91","Actor, Director, Producer","64"
"1214","Michael Rapaport","1.91","Actor, Director, Producer","42"
"1221","John Michael Higgins","1.90","Actor","49"
"1221","Nicky Katt","1.90","Actor, Producer","42"
"1221","David Krumholtz","1.90","Actor, Producer","34"
"1221","Bokeem Woodbine","1.90","Actor","39"
"1225","Daniel Baldwin","1.89","Actor, Director, Producer","51"
"1225","Adam Beach","1.89","Actor, Producer","39"
"1225","Bruce Dern","1.89","Actor","76"
"1225","Robin Givens","1.89","Actress","47"
"1225","Mariel Hemingway","1.89","Actress, Producer","50"
"1225","Nicole Ari Parker","1.89","Actress","41"
"1225","Amanda Plummer","1.89","Actress","55"
"1225","Courtney B. Vance","1.89","Actor, Producer","52"
"1233","Sally Hawkins","1.88","Actress, Writer","36"
"1233","Annabella Sciorra","1.88","Actress, Producer","52"
"1233","Rachael Taylor","1.88","Actress","28"
"1233","Mary Elizabeth Winstead","1.88","Actress","27"
"1237","Sean Patrick Flanery","1.87","Actor, Director, Producer, Singer (Cameo)","46"
"1237","Pam Grier","1.87","Actress, Singer (Cameo)","63"
"1237","Danielle Panabaker","1.87","Actress, Producer","24"
"1240","Jeremy London","1.86","Actor, Director, Producer, Writer","39"
"1241","Rashida Jones","1.85","Actress, Producer, Singer (Cameo)","36"
"1242","Ruby Dee","1.84","Actress, Producer, Singer (Cameo), Writer","87"
"1243","Hayley Atwell","1.83","Actress","30"
"1243","Bill Duke","1.83","Actor, Director, Producer, Writer","69"
"1243","Victor Garber","1.83","Actor, Singer (Cameo)","63"
"1246","Azura Skye","1.82","Actress","30"
"1246","Bridgette Wilson-Sampras","1.82","Actress","38"
"1248","Jordan Ladd","1.81","Actress","37"
"1248","James Remar","1.81","Actor","58"
"1250","Lolita Davidovich","1.80","Actress","51"
"1250","Ron Eldard","1.80","Actor","47"
"1250","Terry O'Quinn","1.80","Actor","60"
"1250","Jason Sudeikis","1.80","Actor, Writer","36"
"1254","Richard Griffiths","1.79","Actor","64"
"1255","Tim Curry","1.78","Actor, Producer, Stage Performer (Musical), Stage Performer (Play)","66"
"1255","Minka Kelly","1.78","Actress","32"
"1255","Jayma Mays","1.78","Actress","33"
"1255","Isaiah Washington","1.78","Actor","48"
"1259","Oliver Hudson","1.77","Actor, Producer","35"
"1259","Lambert Wilson","1.77","Actor","53"
"1261","Jeff Fahey","1.76","Actor, Producer","59"
"1261","Ian Somerhalder","1.76","Actor","33"
"1261","Katharine Towne","1.76","Actress","34"
"1261","Olivia Williams","1.76","Actress","43"
"1265","Scott Porter","1.75","Actor","33"
"1266","Jane Alexander","1.74","Actress, Producer","72"
"1266","Tatyana Ali","1.74","Actress, Musician","33"
"1266","Frances Conroy","1.74","Actress","58"
"1266","Kim Raver","1.74","Actress","43"
"1270","Anne Archer","1.73","Actress","64"
"1271","Oded Fehr","1.72","Actor","41"
"1272","Robert Forster","1.70","Actor, Director, Producer","71"
"1272","Mia Kirshner","1.70","Actress","37"
"1272","Michael Pare","1.70","Actor, Producer, Singer (Cameo)","53"
"1275","Kathy Baker","1.69","Actress","62"
"1276","Rebecca Pidgeon","1.68","Actress, Composer, Singer (Cameo), Writer","46"
"1277","Julie Benz","1.67","Actress","40"
"1277","Alice Braga","1.67","Actress","29"
"1277","Beverly D'Angelo","1.67","Actress, Producer, Singer (Cameo)","60"
"1277","Evan Handler","1.67","Actor","51"
"1277","Chris Messina","1.67","Actor","37"
"1282","Harland Williams","1.66","Actor, Comedian","49"
"1283","Steven Bauer","1.65","Actor, Producer","55"
"1283","Lizzy Caplan","1.65","Actress","30"
"1283","Troy Garity","1.65","Actor, Producer","39"
"1283","Q'Orianka Kilcher","1.65","Actor, Producer, Singer (Cameo)","22"
"1283","James LeGros","1.65","Actor, Singer (Cameo)","50"
"1283","Larry Miller","1.65","Actor, Producer, Writer","58"
"1289","Jason Lewis","1.64","Actor, Model","41"
"1289","Michael Stahl-David","1.64","Actor","29"
"1291","Hal Holbrook","1.63","Actor, Director, Writer","87"
"1291","David Keith","1.63","Actor, Director, Producer","58"
"1291","Justin Kirk","1.63","Actor","43"
"1291","Arnold Vosloo","1.63","Actor","50"
"1295","Garrett Hedlund","1.62","Actor","27"
"1295","Krysten Ritter","1.62","Actress, Model","NA"
"1297","Devon Aoki","1.61","Actress","29"
"1297","Matthew Davis","1.61","Actor","34"
"1299","Kevin Nealon","1.60","Actor, Singer (Cameo), Writer","58"
"1299","Tara Reid","1.60","Actress, Producer","36"
"1299","Rick Yune","1.60","Actor","40"
"1299","Ayelet Zurer","1.60","Actress","43"
"1303","Mia Maestro","1.59","Actress, Singer (Cameo)","34"
"1304","Sophia Myles","1.58","Actress","32"
"1304","Chandra West","1.58","Actress","41"
"1304","Malik Yoba","1.58","Actor, Musician","44"
"1307","Laetitia Casta","1.57","Actress, Model","34"
"1307","Keith David","1.57","Actor, Producer, Singer (Cameo), Stage Performer (Musical), Stage Performer (Play)","56"
"1307","Alex Kingston","1.57","Actress","49"
"1307","Chris Marquette","1.57","Actor","27"
"1307","AnnaSophia Robb","1.57","Actress, Singer (Cameo)","18"
"1307","Bitsie Tulloch","1.57","Actress","31"
"1307","Alexa Vega","1.57","Actress","23"
"1314","Sarah Paulson","1.56","Actress","37"
"1315","Briana Evigan","1.55","Actress, Dancer, Musician, Singer","25"
"1315","Amy Irving","1.55","Actress, Producer","58"
"1317","Taylor Kitsch","1.53","Actor","31"
"1317","Diane Ladd","1.53","Actress, Director, Producer, Writer","79"
"1317","Joshua Leonard","1.53","Actor, Director, Singer (Cameo), Writer","37"
"1317","Miranda Otto","1.53","Actress, Singer (Cameo)","44"
"1317","Richard Schiff","1.53","Actor, Director","57"
"1322","Gary Busey","1.52","Actor, Composer, Producer, Singer (Cameo)","68"
"1322","Sydney Tamiia Poitier","1.52","Actress","38"
"1324","Ernie Hudson","1.51","Actor, Producer","66"
"1325","Sienna Guillory","1.50","Actress","37"
"1325","Rachel Nichols","1.50","Actress","32"
"1325","Eddie Kaye Thomas","1.50","Actor","31"
"1328","Rumer Willis","1.49","Actress","23"
"1329","Shawn Ashmore","1.48","Actor, Producer","32"
"1329","Ashton Holmes","1.48","Actor","34"
"1329","Edgar Ramirez","1.48","Actor","35"
"1332","Kimberly Elise","1.47","Actress","45"
"1333","Fred Armisen","1.46","Actor","45"
"1334","Judah Friedlander","1.45","Actor, Comedian","43"
"1335","Erica Leerhsen","1.44","Actress","36"
"1335","Vanessa Lengies","1.44","Actress, Singer (Cameo)","27"
"1335","William Sadler","1.44","Actor, Director, Singer (Cameo)","62"
"1338","Romola Garai","1.43","Actress","29"
"1338","Demetri Martin","1.43","Actor, Comedian, Producer, Writer","39"
"1338","Stephen Root","1.43","Actor","60"
"1338","Denzel Whitaker","1.43","Actor","22"
"1342","Jack McBrayer","1.42","Actor, Singer (Cameo)","39"
"1342","Anika Noni Rose","1.42","Actress, Singer (Cameo)","39"
"1342","Bonnie Somerville","1.42","Actress","38"
"1345","Greg Germann","1.41","Actor, Director","54"
"1345","Christopher McDonald","1.41","Actor","57"
"1347","Amanda Detmer","1.40","Actress","40"
"1347","Colm Feore","1.40","Actor","53"
"1347","Peter Greene","1.40","Actor, Producer","46"
"1350","Cameron Bright","1.39","Actor","19"
"1350","Edi Gathegi","1.39","Actor","33"
"1350","Thomas Ian Nicholas","1.39","Actor, Director, Musician, Producer, Writer","32"
"1350","Mae Whitman","1.39","Actress","24"
"1354","Jake Busey","1.38","Actor, Musician, Producer","41"
"1355","Erica Durance","1.37","Actress","34"
"1356","Willie Garson","1.36","Actor","48"
"1356","Zach Gilford","1.36","Actor","30"
"1356","Eric Christian Olsen","1.36","Actor, Singer (Cameo)","35"
"1359","Brooke Burns","1.35","Actress, Model","34"
"1359","Steve Guttenberg","1.35","Actor, Director, Producer, Singer (Cameo), Writer","53"
"1359","Anthony Mackie","1.35","Actor","32"
"1362","Tony Hale","1.33","Actor","41"
"1363","Summer Glau","1.31","Actress","31"
"1364","Sarah Bolger","1.29","Actress","21"
"1364","Arielle Kebbel","1.29","Actress","27"
"1364","Michael York","1.29","Actor","70"
"1367","Jessica Lucas","1.28","Actress","26"
"1367","Adam Scott","1.28","Actor, Producer","39"
"1369","William Forsythe","1.27","Actor, Producer, Writer","57"
"1370","Josh Hutcherson","1.26","Actor","19"
"1371","Naomie Harris","1.24","Actress","35"
"1371","Sally Kirkland","1.24","Actress, Director, Producer","70"
"1371","Dakota Blue Richards","1.24","Actress","18"
"1374","Kathleen Quinlan","1.23","Actress","57"
"1375","Billy Dee Williams","1.22","Actor","75"
"1376","Will.i.Am (William Adams)","1.21","Actor, Dancer, Musician, Rapper, Voice (Animated project)","37"
"1376","Scout Taylor-Compton","1.21","Actor","23"
"1378","Clancy Brown","1.19","Actor, Producer, Singer (Cameo)","53"
"1378","Sara Paxton","1.19","Actress, Singer","24"
"1378","Joanne Whalley","1.19","Actress","47"
"1381","Ashley Scott","1.18","Actress","35"
"1381","Kevin Zegers","1.18","Actor","27"
"1383","Gil Bellows","1.17","Actor, Producer","45"
"1383","Jurnee Smollett","1.17","Actress","25"
"1385","Karen Allen","1.16","Actress, Musician, Writer","60"
"1385","Brady Corbet","1.16","Actor","23"
"1385","Laura Ramsey","1.16","Actress","29"
"1388","Melonie Diaz","1.14","Actress","28"
"1388","Mary Lynn Rajskub","1.14","Actor, Singer (Cameo), Writer","41"
"1390","Odette Yustman","1.13","Actress","27"
"1391","Cameron Richardson","1.11","Actor","32"
"1392","Busy Philipps","1.10","Actress, Singer (Cameo), Writer","33"
"1393","Nathan Corddry","1.05","Actor","34"
"1394","Lynn Collins","1.04","Actress","33"
"1395","Kathryn Hahn","1.03","Actress","38"
"1396","Josh Flitter","1.02","Actor","17"
"1396","Zoe Kravitz","1.02","Actress","23"
"1398","Alexie Gilmore","1.01","Actress","NA"
"1399","Mike Vogel","1.00","Actor, Model","33"
"1400","Jensen Ackles","0.95","Actor, Producer","34"
